date,open,high,low,close,volume
1502942400000.0,4261.48,4349.99,4349.99,4261.32,82.088865
1502956800000.0,4333.32,4485.39,4427.3,4333.32,63.619882
1502971200000.0,4436.06,4485.39,4352.34,4333.42,174.562001
1502985600000.0,4352.33,4354.84,4325.23,4200.74,225.109716
1503000000000.0,4307.56,4369.69,4285.08,4258.56,249.769913
1503014400000.0,4285.08,4340.62,4292.39,4134.61,276.193043
1503028800000.0,4292.39,4340.62,4300.25,4234.43,248.389029
1503043200000.0,4285.0,4371.52,4340.31,4259.85,196.140129
1503057600000.0,4320.52,4340.31,4236.89,4193.7,175.969384
1503072000000.0,4234.54,4297.75,4136.28,4015.7,193.64697
1503086400000.0,4135.0,4136.48,4108.37,3938.77,109.549709
1503100800000.0,4108.37,4184.69,4138.55,4084.28,108.510448
1503115200000.0,4138.5,4156.0,4033.47,3933.21,112.752079
1503129600000.0,4033.47,4082.25,3957.6,3850.0,77.256042
1503144000000.0,3945.12,4100.0,3972.05,3928.89,47.515578
1503158400000.0,4036.19,4103.92,4076.12,3953.4,25.925056
1503172800000.0,4088.71,4149.99,4139.98,4051.47,9.35056
1503187200000.0,4120.98,4139.98,4094.62,4044.0,6.611283
1503201600000.0,4094.62,4156.56,4155.87,4081.19,28.60391
1503216000000.0,4155.87,4211.08,4106.53,4032.62,36.019943
1503230400000.0,4106.53,4125.43,4125.0,4063.35,29.113266
1503244800000.0,4125.0,4185.94,4164.6,4091.59,169.995517
1503259200000.0,4161.59,4171.62,4086.29,4069.13,196.739103
1503273600000.0,4069.13,4119.62,4084.76,4039.0,220.838143
1503288000000.0,4079.26,4104.68,4043.63,3953.4,222.575129
1503302400000.0,4043.63,4088.12,4023.11,4000.01,78.878314
1503316800000.0,4023.11,4023.11,4022.0,3911.79,43.762796
1503331200000.0,4005.99,4042.11,4027.05,3918.8,24.46693
1503345600000.0,4027.05,4070.49,4016.0,3950.0,101.221748
1503360000000.0,4016.0,4016.0,3862.39,3688.97,114.685346
1503374400000.0,3863.0,3868.57,3798.08,3400.0,167.221519
1503388800000.0,3798.08,3920.31,3866.48,3750.08,221.731236
1503403200000.0,3866.48,3990.12,3858.23,3786.81,179.358421
1503417600000.0,3858.23,4104.82,3984.24,3853.47,159.535655
1503432000000.0,3984.5,4061.54,4040.0,3944.03,124.152681
1503446400000.0,4040.0,4127.99,4100.41,4013.89,159.658384
1503460800000.0,4084.54,4115.87,4074.88,4035.32,141.839603
1503475200000.0,4081.63,4242.32,4237.99,4057.0,135.024022
1503489600000.0,4205.98,4265.8,4197.05,4150.65,237.360569
1503504000000.0,4226.94,4259.58,4117.07,4103.51,174.637585
1503518400000.0,4136.48,4178.65,4114.01,4069.8,152.616402
1503532800000.0,4147.0,4204.55,4113.58,4085.01,123.52015
1503547200000.0,4113.58,4177.64,4153.32,4090.39,123.17946
1503561600000.0,4153.8,4250.94,4202.0,4150.0,171.486488
1503576000000.0,4211.78,4250.9,4222.0,4136.33,146.997342
1503590400000.0,4223.06,4250.77,4216.07,4178.22,111.579358
1503604800000.0,4216.1,4371.68,4316.01,4193.17,110.655955
1503619200000.0,4316.01,4370.0,4312.69,4295.75,141.104526
1503633600000.0,4312.69,4362.0,4329.0,4267.5,101.509543
1503648000000.0,4317.81,4361.28,4361.27,4298.74,74.43306
1503662400000.0,4361.27,4422.29,4394.36,4261.13,164.206656
1503676800000.0,4394.36,4453.91,4307.17,4284.11,52.39933
1503691200000.0,4326.0,4365.0,4280.68,4247.48,39.959625
1503705600000.0,4280.71,4315.0,4297.94,4228.99,41.638568
1503720000000.0,4297.94,4319.7,4319.7,4252.44,28.707288
1503734400000.0,4319.7,4319.7,4288.72,4260.88,36.153081
1503748800000.0,4288.72,4306.74,4275.0,4221.14,34.654984
1503763200000.0,4275.0,4351.32,4293.52,4212.41,47.431108
1503777600000.0,4293.52,4367.0,4337.44,4279.0,39.523039
1503792000000.0,4332.51,4400.0,4314.91,4314.91,62.980388
1503806400000.0,4329.19,4370.85,4313.84,4293.42,47.478199
1503820800000.0,4331.29,4352.34,4323.37,4285.56,57.138682
1503835200000.0,4340.0,4340.0,4325.0,4285.54,35.277424
1503849600000.0,4290.01,4386.78,4368.41,4290.01,72.11126
1503864000000.0,4336.12,4386.79,4310.01,4309.6,75.706632
1503878400000.0,4310.01,4330.36,4239.37,4239.36,73.295355
1503892800000.0,4239.36,4297.11,4261.9,4124.54,94.397198
1503907200000.0,4261.9,4365.4,4308.0,4226.93,121.722034
1503921600000.0,4309.0,4347.0,4273.59,4271.03,121.858551
1503936000000.0,4317.2,4370.45,4321.65,4273.59,107.225677
1503950400000.0,4321.65,4399.82,4386.69,4290.18,85.342801
1503964800000.0,4353.65,4386.69,4376.99,4314.35,78.862074
1503979200000.0,4363.48,4404.07,4329.02,4313.55,128.456959
1503993600000.0,4328.12,4417.61,4368.5,4328.12,88.051429
1504008000000.0,4368.5,4625.85,4570.0,4347.59,128.764571
1504022400000.0,4569.65,4584.0,4555.55,4496.95,127.21423
1504036800000.0,4540.0,4624.99,4587.48,4535.09,52.195765
1504051200000.0,4564.52,4619.99,4583.61,4527.45,119.42503
1504065600000.0,4600.0,4647.51,4550.02,4550.01,149.551451
1504080000000.0,4550.0,4597.0,4498.35,4416.01,176.151828
1504094400000.0,4537.0,4592.76,4546.77,4416.16,163.013481
1504108800000.0,4555.0,4609.92,4536.82,4532.8,84.845278
1504123200000.0,4536.82,4579.91,4555.14,4516.87,115.481703
1504137600000.0,4555.14,4606.0,4593.66,4555.14,109.650881
1504152000000.0,4596.54,4628.12,4592.16,4572.64,102.998925
1504166400000.0,4603.58,4678.57,4656.67,4572.64,111.874811
1504180800000.0,4674.97,4685.55,4648.82,4631.41,106.997195
1504195200000.0,4648.82,4745.42,4698.77,4638.98,66.803163
1504209600000.0,4688.47,4724.89,4724.89,4666.84,58.631827
1504224000000.0,4689.89,4767.0,4714.73,4689.89,75.647978
1504238400000.0,4714.73,4734.99,4707.5,4654.88,101.226134
1504252800000.0,4715.0,4798.46,4775.0,4708.09,130.966655
1504267200000.0,4775.0,4839.92,4803.83,4725.81,68.887712
1504281600000.0,4756.46,4815.67,4813.24,4738.94,96.951623
1504296000000.0,4808.79,4885.55,4834.91,4760.01,86.986264
1504310400000.0,4796.16,4939.19,4788.07,4764.88,145.538528
1504324800000.0,4765.01,4814.49,4697.71,4473.35,178.769608
1504339200000.0,4701.02,4709.4,4630.01,4549.77,142.239876
1504353600000.0,4669.75,4675.0,4460.19,4354.61,187.304485
1504368000000.0,4465.12,4554.98,4509.77,4377.43,139.615522
1504382400000.0,4509.77,4509.96,4472.14,4286.87,135.680576
1504396800000.0,4508.5,4618.4,4569.54,4467.88,112.568758
1504411200000.0,4584.78,4714.76,4620.87,4584.78,119.752884
1504425600000.0,4610.52,4674.86,4486.0,4456.8,103.213519
1504440000000.0,4475.23,4557.25,4384.15,4298.33,170.271519
1504454400000.0,4351.02,4530.0,4529.0,4345.01,106.294297
1504468800000.0,4529.0,4583.84,4509.08,4445.15,79.115221
1504483200000.0,4505.0,4527.49,4340.51,4340.5,81.331122
1504497600000.0,4340.53,4493.15,4186.96,4052.0,275.913594
1504512000000.0,4102.05,4437.68,4153.0,4075.0,464.680038
1504526400000.0,4153.0,4311.14,4015.03,4014.76,276.241227
1504540800000.0,4015.03,4224.99,4203.67,3972.51,155.042566
1504555200000.0,4187.0,4300.95,4100.11,4100.11,141.436067
1504569600000.0,4106.97,4121.33,3988.04,3603.0,286.737295
1504584000000.0,3996.24,4190.4,4190.4,3943.1,213.834421
1504598400000.0,4190.0,4248.6,4246.82,4050.0,222.114409
1504612800000.0,4248.64,4298.0,4151.0,4116.65,245.076465
1504627200000.0,4140.0,4459.55,4442.48,4096.06,125.584575
1504641600000.0,4442.09,4484.99,4366.47,4351.01,135.590992
1504656000000.0,4366.49,4522.81,4430.02,4365.73,187.420569
